"timestamp_utc","tool_rss_mb","nats_rss_mb","tool_cpu_percent","nats_cpu_percent","temperature_c","frequency_khz","throttled","watts","energy_wh"
"2026-07-25T08:23:09.9535053+00:00","19,21875","18,3125","0","0","46,1","1600000","0x0","3,3","1,467316"
"2026-07-25T08:23:11.3568047+00:00","19,21875","18,3125","0","0","46,6","1600000","0x0","3,4","1,468623"
"2026-07-25T08:23:12.7652069+00:00","19,34375","18,328125","0,7100244518220719","0","46,1","1600000","0x0","3,7","1,470008"
"2026-07-25T08:23:14.1816766+00:00","19,046875","18,34375","0","0","46,6","1600000","0x0","3,9","1,471503"
"2026-07-25T08:23:15.5050026+00:00","19,046875","18,34375","0,7556716938985556","0","47,2","1700000","0x0","3,7","1,472903"
"2026-07-25T08:23:16.8806440+00:00","19,046875","18,34375","0","0","47,2","1600000","0x0","3,7","1,474316"
"2026-07-25T08:23:18.2339412+00:00","19,046875","18,34375","0","0","47,2","1600000","0x0","3,6","1,47569"
"2026-07-25T08:23:19.6146320+00:00","19,046875","18,359375","0,7242751237279194","0,7242751237279194","47,2","1600000","0x0","3,5","1,477048"
"2026-07-25T08:23:20.9363690+00:00","19,046875","18,375","0","0","46,6","1600000","0x0","3,6","1,478356"
"2026-07-25T08:23:22.3135895+00:00","19,046875","18,375","0,7261001415532227","0","46,6","1600000","0x0","3,6","1,479734"
"2026-07-25T08:23:23.5810921+00:00","19,046875","18,375","0","0","46,1","1600000","0x0","3,2","1,480931"
"2026-07-25T08:23:24.9557232+00:00","19,171875","18,390625","0,7274679002970325","0","46,6","1600000","0x0","3,3","1,482169"
"2026-07-25T08:23:26.3059918+00:00","19,21875","18,390625","0","0,7405933900854986","46,1","1600000","0x0","3,8","1,483501"
"2026-07-25T08:23:27.7133634+00:00","19,265625","18,390625","0","0","47,7","1600000","0x0","3,2","1,484866"
"2026-07-25T08:23:29.1665789+00:00","19,265625","18,390625","0,6881291866209794","0","46,6","1500000","0x0","3,3","1,486182"
"2026-07-25T08:23:30.5520979+00:00","19,265625","18,40625","0","0","48,3","1600000","0x0","3,4","1,48747"
"2026-07-25T08:23:31.9059215+00:00","19,265625","18,40625","0,738648668851688","0","47,7","1600000","0x0","3,4","1,488746"
"2026-07-25T08:23:33.2897950+00:00","19,265625","18,40625","0","0","47,7","1600000","0x0","3,4","1,490056"
"2026-07-25T08:23:34.6643190+00:00","19,3125","18,40625","0,7275245830556614","0","48,3","1600000","0x0","3,4","1,49135"
"2026-07-25T08:23:36.0216725+00:00","19,359375","18,421875","0","0","48,3","1600000","0x0","3,4","1,492637"
"2026-07-25T08:23:37.4019617+00:00","19,375","18,421875","0,7244858541239039","0","48,3","1600000","0x0","3,5","1,493953"
"2026-07-25T08:23:38.7837679+00:00","19,40625","18,421875","0","0,7236904856846061","48,3","1600000","0x0","3,5","1,495302"
"2026-07-25T08:23:40.1487297+00:00","19,40625","18,421875","0","0","48,8","1600000","0x0","3,6","1,496649"
"2026-07-25T08:23:41.4961180+00:00","19,40625","18,4375","0,7421765499967604","0","47,2","1600000","0x0","3,4","1,497955"
"2026-07-25T08:23:42.8840306+00:00","19,40625","18,4375","0","0,7205064641678446","48,8","1600000","0x0","3,4","1,499267"
"2026-07-25T08:23:44.3475215+00:00","19,46875","18,4375","0,683297723272485","0","47,7","1600000","0x0","3,7","1,500713"
"2026-07-25T08:23:45.6696841+00:00","19,34375","18,453125","0","0","48,8","1600000","0x0","4","1,502127"
"2026-07-25T08:23:47.0143455+00:00","19,34375","18,453125","0","0","48,8","1600000","0x0","3,6","1,503545"
"2026-07-25T08:23:48.4292699+00:00","19,34375","18,453125","0,7067515409303846","0","48,8","1600000","0x0","3,4","1,504923"
"2026-07-25T08:23:49.7319462+00:00","19,34375","18,453125","0","0","49,9","1600000","0x0","3,6","1,506188"
