"timestamp_utc","tool_rss_mb","nats_rss_mb","tool_cpu_percent","nats_cpu_percent","temperature_c","frequency_khz","throttled","watts","energy_wh"
"2026-07-25T08:11:37.3829728+00:00","113,359375","16,75","0","0","47,7","1600000","0x0","4","0,783607"
"2026-07-25T08:11:38.7670631+00:00","113,390625","16,75","0,7224962128554763","0","47,7","1600000","0x0","3,6","0,785068"
"2026-07-25T08:11:40.1142566+00:00","113,828125","16,765625","1,4845677328460982","0,7422838664230491","48,3","1600000","0x0","3,5","0,786397"
"2026-07-25T08:11:41.5088976+00:00","114,140625","16,78125","1,434060808480462","0","46,1","1600000","0x0","3,4","0,787736"
"2026-07-25T08:11:42.9717839+00:00","114,140625","16,78125","0,6835801251266076","0","46,1","1600000","0x0","3,9","0,78922"
"2026-07-25T08:11:44.3362197+00:00","114,140625","16,796875","0,7329036661160605","0","47,7","1600000","0x0","3,6","0,790641"
"2026-07-25T08:11:45.7230287+00:00","114,171875","16,84375","0,7210798314692218","0","47,7","1600000","0x0","3,3","0,79197"
"2026-07-25T08:11:47.1087138+00:00","114,265625","16,859375","0,7216646841335019","0","47,7","1600000","0x0","3,6","0,793297"
"2026-07-25T08:11:48.4639526+00:00","114,265625","16,859375","0,7378773394032108","0","46,6","1600000","0x0","3,4","0,794612"
"2026-07-25T08:11:49.8557195+00:00","114,28125","16,890625","0,7185111242407044","0","46,1","1600000","0x0","3,4","0,795929"
"2026-07-25T08:11:51.4332902+00:00","114,40625","16,90625","1,2677720244170356","0,6338860122085178","46,6","1600000","0x0","3,7","0,797482"
"2026-07-25T08:11:52.7736875+00:00","114,453125","16,90625","0","0","47,2","1600000","0x0","3,7","0,798863"
"2026-07-25T08:11:54.1356849+00:00","114,53125","16,96875","1,468431584377474","0,734215792188737","47,7","1600000","0x0","3,9","0,8003"
"2026-07-25T08:11:55.5024193+00:00","115,734375","16,96875","1,4633421094837447","0","47,2","1600000","0x0","3,5","0,801704"
"2026-07-25T08:11:56.8585842+00:00","113,84375","17,015625","0,7373734565759665","0","47,7","1600000","0x0","3,5","0,803024"
"2026-07-25T08:11:58.2409571+00:00","113,875","17,015625","0,7233938107438304","0","46,6","1600000","0x0","3,7","0,804405"
"2026-07-25T08:11:59.6200273+00:00","113,90625","17,046875","0,7251262481054265","0","46,6","1600000","0x0","3,6","0,805804"
"2026-07-25T08:12:00.9972008+00:00","113,953125","17,0625","0,7261249218054224","0","46,1","1700000","0x0","3,5","0,807159"
"2026-07-25T08:12:02.3911577+00:00","113,984375","17,0625","0,7173822949619174","0","47,2","1600000","0x0","3,6","0,808535"
"2026-07-25T08:12:03.7565381+00:00","114,59375","17,078125","1,464793254685654","0","47,2","1600000","0x0","3,9","0,809958"
"2026-07-25T08:12:05.1104740+00:00","114,984375","17,859375","1,4771748056905796","0,7385874028452898","47,7","1600000","0x0","3,5","0,81135"
"2026-07-25T08:12:06.5859528+00:00","116,25","17,859375","0","0","46,1","1600000","0x0","3,3","0,812742"
"2026-07-25T08:12:07.9358599+00:00","117,5","17,90625","1,481583436371288","0","46,6","1600000","0x0","3,6","0,814038"
"2026-07-25T08:12:09.2960590+00:00","117,53125","17,90625","1,470372977014909","0","47,2","1600000","0x0","3,8","0,815432"
"2026-07-25T08:12:10.7216959+00:00","118,25","17,90625","1,4028817576200503","0","46,6","1600000","0x0","3,5","0,81688"
"2026-07-25T08:12:12.1483230+00:00","118,328125","17,90625","0,7009540194490909","0","47,7","1600000","0x0","3,6","0,818283"
"2026-07-25T08:12:13.4824780+00:00","118,34375","17,90625","1,4990761942952655","0","46,1","1700000","0x0","3,4","0,81958"
"2026-07-25T08:12:14.8310058+00:00","118,53125","17,90625","0,7415494141092234","0,7415494141092234","47,2","1600000","0x0","3,6","0,820894"
