"timestamp_utc","tool_rss_mb","nats_rss_mb","tool_cpu_percent","nats_cpu_percent","temperature_c","frequency_khz","throttled","watts","energy_wh"
"2026-07-25T08:00:03.4438011+00:00","19,34375","18,3125","0","0","46,1","1700000","0x0","3,3","0,095443"
"2026-07-25T08:00:04.7576019+00:00","19,484375","18,3125","0,7611503966202486","0","46,1","1600000","0x0","3,6","0,0967"
"2026-07-25T08:00:06.0989617+00:00","19,484375","18,3125","0","0","47,2","1600000","0x0","3,7","0,098063"
"2026-07-25T08:00:07.7773769+00:00","19,484375","18,328125","0,5958001333639018","0","47,2","1500000","0x0","3,5","0,099741"
"2026-07-25T08:00:09.5381257+00:00","19,078125","18,328125","0,5679401854483729","0,5679401854483729","47,7","1600000","0x0","3,6","0,101473"
"2026-07-25T08:00:10.8563021+00:00","19,078125","18,328125","0","0","47,2","1600000","0x0","3,7","0,102814"
"2026-07-25T08:00:12.2129524+00:00","19,078125","18,328125","0,7371096295043755","0","47,2","1600000","0x0","3,5","0,104171"
"2026-07-25T08:00:13.5592107+00:00","19,078125","18,34375","0","0","46,1","1600000","0x0","3,6","0,105498"
"2026-07-25T08:00:14.9539196+00:00","19,078125","18,34375","0","0","47,7","1600000","0x0","3,7","0,106909"
"2026-07-25T08:00:16.2802460+00:00","19,078125","18,34375","0,7539622222704758","0","47,2","1600000","0x0","3,4","0,108218"
"2026-07-25T08:00:17.6456160+00:00","19,078125","18,375","0","0","46,1","1600000","0x0","3,6","0,109548"
"2026-07-25T08:00:18.9876315+00:00","19,078125","18,375","0,745147876458953","0","46,6","1600000","0x0","3,6","0,110887"
"2026-07-25T08:00:20.3855250+00:00","19,203125","18,375","0","0,7153620787277429","47,7","1600000","0x0","3,9","0,112342"
"2026-07-25T08:00:21.7641256+00:00","19,265625","18,375","0","0","47,7","1600000","0x0","3,7","0,1138"
"2026-07-25T08:00:23.1688090+00:00","19,40625","18,390625","0,7119041913644029","0","47,7","1600000","0x0","3,6","0,115221"
"2026-07-25T08:00:24.5289375+00:00","19,40625","18,390625","0","0","45,5","1600000","0x0","3,6","0,116585"
"2026-07-25T08:00:25.8918727+00:00","19,5625","18,390625","0,7337105975397804","0","47,2","1600000","0x0","3,4","0,117908"
"2026-07-25T08:00:27.2754888+00:00","19,5625","18,390625","0","0","47,7","1600000","0x0","3,4","0,119217"
"2026-07-25T08:00:28.6761027+00:00","19,5625","18,390625","0","0","45,5","1600000","0x0","3,9","0,120635"
"2026-07-25T08:00:30.0481640+00:00","19,578125","18,40625","0,7288304101281773","0","47,7","1600000","0x0","3,3","0,122007"
"2026-07-25T08:00:31.4451594+00:00","19,328125","18,421875","0,7158219704946773","0","47,7","1600000","0x0","3,5","0,123327"
"2026-07-25T08:00:32.8173431+00:00","19,328125","18,421875","0","0","47,7","1600000","0x0","3,7","0,124701"
"2026-07-25T08:00:34.1649183+00:00","19,328125","18,421875","0,7420736148899149","0","47,2","1600000","0x0","3,4","0,126027"
"2026-07-25T08:00:35.5089247+00:00","19,328125","18,4375","0","1,488088151961181","46,1","1600000","0x0","3,7","0,12735"
"2026-07-25T08:00:36.8423500+00:00","19,328125","18,4375","0,7499482723179168","0","47,2","1600000","0x0","3,5","0,128689"
"2026-07-25T08:00:38.2736525+00:00","19,328125","18,4375","0","0","47,7","1600000","0x0","3,5","0,130081"
"2026-07-25T08:00:39.6267393+00:00","19,328125","18,453125","0","0","47,2","1600000","0x0","3,5","0,131396"
"2026-07-25T08:00:40.9848170+00:00","19,453125","18,453125","0,7363348945351212","0","47,2","1600000","0x0","3,5","0,132715"
"2026-07-25T08:00:42.3695774+00:00","19,515625","18,46875","0,7221465894027588","0","47,2","1600000","0x0","3,7","0,134099"
"2026-07-25T08:00:43.7232568+00:00","19,515625","18,46875","0","0","47,2","1600000","0x0","3,5","0,135456"
"2026-07-25T08:00:45.1266758+00:00","19,515625","18,484375","0","0","47,2","1600000","0x0","3,5","0,13682"
"2026-07-25T08:00:46.4805576+00:00","19,609375","18,484375","0,7386169161886954","0","46,6","1700000","0x0","3,6","0,138154"
"2026-07-25T08:00:47.9556473+00:00","19,6875","18,484375","0","0","47,7","1600000","0x0","3,6","0,139632"
"2026-07-25T08:00:49.3416390+00:00","19,6875","18,484375","0","0","47,7","1600000","0x0","3,9","0,141074"
"2026-07-25T08:00:50.7182740+00:00","19,6875","18,5","0,7264089609809427","0","45,5","1700000","0x0","3,5","0,142462"
"2026-07-25T08:00:52.0531187+00:00","19,1875","18,5","0","0,7491508188180992","46,1","1600000","0x0","3,6","0,143802"
"2026-07-25T08:00:53.4150246+00:00","19,1875","18,5","0,73426512066656","0","47,7","1600000","0x0","3,6","0,145164"
"2026-07-25T08:00:54.8079246+00:00","19,1875","18,5","0","0","46,6","1600000","0x0","3,6","0,146558"
"2026-07-25T08:00:56.2194826+00:00","19,1875","18,53125","0,7084370603262494","0","47,2","1600000","0x0","3,4","0,147927"
"2026-07-25T08:00:57.5647680+00:00","19,1875","18,53125","0,7433366927196265","0","46,1","1600000","0x0","3,6","0,149239"
"2026-07-25T08:00:59.0191545+00:00","19,1875","18,53125","0","0","47,2","1600000","0x0","3,7","0,150709"
"2026-07-25T08:01:00.3681097+00:00","19,3125","19,28125","0","0,7413144632230929","47,2","1600000","0x0","3,9","0,152135"
"2026-07-25T08:01:01.7250222+00:00","19,3125","19,3125","0","0","47,2","1600000","0x0","3,6","0,15355"
"2026-07-25T08:01:03.0555563+00:00","19,390625","19,3125","0","0","47,2","1600000","0x0","3,6","0,154879"
"2026-07-25T08:01:04.4040886+00:00","19,484375","19,3125","1,4830938791751596","0","46,6","1600000","0x0","3,6","0,156222"
"2026-07-25T08:01:05.7548278+00:00","19,578125","19,34375","0","0","47,2","1600000","0x0","3,6","0,157577"
"2026-07-25T08:01:07.0780440+00:00","19,578125","19,359375","0,7557343992614358","0","47,7","1600000","0x0","3,8","0,158938"
"2026-07-25T08:01:08.4943297+00:00","19,578125","19,375","0","0","47,2","1600000","0x0","4","0,160475"
"2026-07-25T08:01:09.9418480+00:00","19,640625","19,375","0","0,6908375527963964","46,1","1600000","0x0","3,5","0,161983"
"2026-07-25T08:01:11.3202039+00:00","19,265625","19,390625","0,7255020274516908","0","47,2","1600000","0x0","3,4","0,163299"
"2026-07-25T08:01:12.6677689+00:00","19,265625","19,390625","0","0","46,6","1600000","0x0","3,6","0,16461"
"2026-07-25T08:01:14.1004043+00:00","19,265625","19,390625","0,6980143028714774","0","47,7","1500000","0x0","3,7","0,166065"
"2026-07-25T08:01:15.5327497+00:00","19,265625","19,40625","0","0","47,2","1600000","0x0","3,5","0,167494"
"2026-07-25T08:01:16.9268302+00:00","19,265625","19,421875","0","0","47,2","1600000","0x0","3,5","0,168855"
"2026-07-25T08:01:18.2650973+00:00","19,265625","19,4375","0,7472349876941606","0","45,5","1600000","0x0","4,1","0,170265"
"2026-07-25T08:01:19.6578438+00:00","19,265625","19,4375","0","0","47,2","1600000","0x0","3,9","0,171808"
"2026-07-25T08:01:21.0287800+00:00","19,28125","19,453125","0,729428546711364","0,729428546711364","46,1","1600000","0x0","3,4","0,173205"
"2026-07-25T08:01:22.3826887+00:00","19,390625","19,5","0","0","47,2","1600000","0x0","3,6","0,174518"
